# state-by-state GSP (gross state product) growth percentage data
# from usgovernmentspending.com
AL,2.9
AK,1.7
AZ,3.1
AR,2.8
CA,3.3
CO,3.1
CT,2.9
DE,2.7
FL,3.3
GA,3.3
HI,3.1
ID,3.0
IL,2.8
IN,3.0
IA,2.8
KS,2.7
KY,2.9
LA,2.5
ME,2.9
MD,2.9
MA,3.1
MI,3.0
MN,2.9
MS,2.8
MO,2.9
MT,2.7
NE,2.9
NV,3.2
NH,3.3
NJ,2.9
NM,2.5
NY,2.8
NC,3.0
ND,1.5
OH,3.0
OK,2.2
OR,3.4
PA,2.9
RI,2.9
SC,3.1
SD,3.0
TN,3.1
TX,2.7
UT,3.3
VT,2.8
VA,2.8
WA,3.5
WV,2.5
WI,2.9
WY,2.0
